,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
1646,San Pedro Creek Culture Park,Park,4.6,417.0,"Park, Art gallery, Tourist attraction","San Pedro Creek Culture Park, 715 Camaron St, San Antonio, TX 78204",San-antonio,USA,TX,,Nature,1918.1999999999998,4.66,"Austin, Dallas, Houston, San-antonio"
1647,Madison Square Park,Park,4.3,358.0,"Park, Tourist attraction","Madison Square Park, 400 Lexington Ave, San Antonio, TX 78215",San-antonio,USA,TX,,Nature,1539.3999999999999,4.66,"Austin, Dallas, Houston, San-antonio"
1648,Espada Aqueduct,Historical landmark,4.7,332.0,"Historical landmark, Tourist attraction","Espada Aqueduct, 9045 Espada Rd, San Antonio, TX 78214",San-antonio,USA,TX,,Cultural,1560.4,4.63,"Austin, Dallas, Houston, San-antonio"
1649,UTSA Institute of Texan Cultures,Museum,4.6,287.0,"Museum, Tourist attraction","UTSA Institute of Texan Cultures, 801 E Cesar E. Chavez Blvd, San Antonio, TX 78205",San-antonio,USA,TX,,Cultural,1320.1999999999998,4.63,"Austin, Dallas, Houston, San-antonio"
1650,Schlitterbahn,Water park,4.1,273.0,"Water park, Tourist attraction","Schlitterbahn, 381 E Austin St, New Braunfels, TX 78130",San-antonio,USA,TX,,Entertainment,1119.3,4.43,"Austin, Dallas, Houston, San-antonio"
1651,Chris Park,Park,4.6,184.0,"Park, Tourist attraction","Chris Park, 111 Camp St, San Antonio, TX 78204",San-antonio,USA,TX,,Nature,846.4,4.66,"Austin, Dallas, Houston, San-antonio"
1652,Tower Life Building,Historical landmark,4.6,171.0,"Historical landmark, Tourist attraction","Tower Life Building, 310 S St Mary's St, San Antonio, TX 78205",San-antonio,USA,TX,,Cultural,786.5999999999999,4.63,"Austin, Dallas, Houston, San-antonio"
1653,San Antonio | The Saga,Tourist attraction,4.5,156.0,Tourist attraction,"San Antonio | The Saga, 115 N Main Ave, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,702.0,4.43,"Austin, Dallas, Houston, San-antonio"
1654,Villa Finale: Museum & Gardens,Museum,4.5,145.0,"Museum, Tourist attraction","Villa Finale: Museum & Gardens, 401 King William St, San Antonio, TX 78204",San-antonio,USA,TX,,Cultural,652.5,4.63,"Austin, Dallas, Houston, San-antonio"
1655,Casa Navarro State Historic Site,History museum,4.6,119.0,"History museum, Heritage museum, Tourist attraction","Casa Navarro State Historic Site, 228 S Laredo St, San Antonio, TX 78207",San-antonio,USA,TX,,Cultural,547.4,4.63,"Austin, Dallas, Houston, San-antonio"
1656,San Antonio Art League and Museum,Museum,4.6,74.0,"Museum, Art museum, Tourist attraction","San Antonio Art League and Museum, 130 King William St, San Antonio, TX 78204",San-antonio,USA,TX,,Cultural,340.4,4.63,"Austin, Dallas, Houston, San-antonio"
1657,Headwaters Sanctuary,Nature preserve,4.4,53.0,"Nature preserve, Non-governmental organization, Tourist attraction","Headwaters Sanctuary, 4503 Broadway, San Antonio, TX 78209",San-antonio,USA,TX,,Nature,233.20000000000002,4.66,"Austin, Dallas, Houston, San-antonio"
1658,Comanche Lookout Park,Park,4.6,2568.0,"Park, Tourist attraction","Comanche Lookout Park, 15551 Nacogdoches Rd, San Antonio, TX 78247",San-antonio,USA,TX,,Nature,11812.8,4.66,"Austin, Dallas, Houston, San-antonio"
1659,The Grotto,Tourist attraction,4.5,514.0,"Tourist attraction, Park","The Grotto, N River Walk, San Antonio, TX 78215",San-antonio,USA,TX,,Entertainment,2313.0,4.43,"Austin, Dallas, Houston, San-antonio"
1660,River walk boat,Tourist attraction,4.7,153.0,Tourist attraction,"River walk boat, Market & Alamo - 150 ft. West, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,719.1,4.43,"Austin, Dallas, Houston, San-antonio"
1661,National Trust - Dunham Massey,Tourist attraction,4.7,10493.0,"Tourist attraction, Park","National Trust - Dunham Massey, Dunham Massey, Altrincham WA14 4SJ, United Kingdom",Manchester,USA,WA,,Entertainment,49317.1,4.5,"Manchester, Seattle"
1662,New York State Museum,Museum,4.7,3412.0,"Museum, Art museum, History museum, Science museum, Tourist attraction","New York State Museum, 222 Madison Ave, Albany, NY 12230",Albany,USA,NY,,Cultural,16036.400000000001,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1663,Washington Park,Park,4.6,2926.0,Park,"Washington Park, 35 Willett St, Albany, NY 12210",Albany,USA,NY,,Nature,13459.599999999999,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1664,Far Shot Albany,Tourist attraction,5.0,2830.0,"Tourist attraction, Archery range, Bar, Event venue, Recreation center, Restaurant","Far Shot Albany, 69 N Pearl St, Albany, NY 12207",Albany,USA,NY,,Entertainment,14150.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
1665,New York State Capitol,Historical landmark,4.6,1723.0,"Historical landmark, State government office, Tourist attraction","New York State Capitol, State St. and, Washington Ave, Albany, NY 12224",Albany,USA,NY,,Cultural,7925.799999999999,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1666,Albany Pine Bush Preserve,Nature preserve,4.6,1148.0,"Nature preserve, Hiking area, Museum, Tourist attraction","Albany Pine Bush Preserve, 195 New Karner Rd Suite 1, Albany, NY 12205",Albany,USA,NY,,Nature,5280.799999999999,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1667,USS SLATER,Museum,4.9,896.0,"Museum, Historical landmark, Tourist attraction","USS SLATER, 141 Broadway, Albany, NY 12202",Albany,USA,NY,,Cultural,4390.400000000001,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1668,Albany Institute of History & Art,History museum,4.6,716.0,"History museum, Art museum, Arts organization, Cultural center, Museum, Tourist attraction","Albany Institute of History & Art, 125 Washington Ave, Albany, NY 12210",Albany,USA,NY,,Cultural,3293.6,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1669,Six Mile Waterworks Park,Park,4.4,501.0,"Park, Playground, Tourist attraction","Six Mile Waterworks Park, 135 Fuller Rd, Albany, NY 12205",Albany,USA,NY,,Nature,2204.4,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1670,Huck Finn's Playland,Amusement park,4.4,468.0,"Amusement park, Festival, Video arcade","Huck Finn's Playland, 25 Erie Blvd, Albany, NY 12204",Albany,USA,NY,,Entertainment,2059.2000000000003,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
1671,Corning Preserve,Park,4.5,399.0,Park,"Corning Preserve, Quay St, Albany, NY 12207",Albany,USA,NY,,Nature,1795.5,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1672,Schuyler Mansion State Historic Site,Historical place museum,4.6,332.0,"Historical place museum, Historical landmark, Tourist attraction","Schuyler Mansion State Historic Site, 32 Catherine St, Albany, NY 12202",Albany,USA,NY,,Cultural,1527.1999999999998,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1673,Shaker Heritage Society,Museum,4.5,210.0,"Museum, Heritage museum, Historical landmark, Historical society, Non-profit organization, Tourist attraction","Shaker Heritage Society, 25 Meeting House Rd, Albany, NY 12211",Albany,USA,NY,,Cultural,945.0,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1674,Tivoli Lake Preserve,Nature preserve,4.2,206.0,"Nature preserve, Tourist attraction","Tivoli Lake Preserve, Livingston Ave & Judson Street, Albany, NY 12210",Albany,USA,NY,,Nature,865.2,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1675,Ridgefield Park,Park,4.2,153.0,"Park, Tourist attraction","Ridgefield Park, 316 Partridge St, Albany, NY 12208",Albany,USA,NY,,Nature,642.6,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1676,East Capitol Park,Park,4.6,116.0,Park,"East Capitol Park, Eagle St, Albany, NY 12210",Albany,USA,NY,,Nature,533.5999999999999,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1677,Crailo State Historic Site,Historical place museum,4.6,78.0,"Historical place museum, Museum, Tourist attraction","Crailo State Historic Site, 9 1/2 Riverside Ave, Rensselaer, NY 12144",Albany,USA,NY,,Cultural,358.79999999999995,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1678,Underground Railroad Education Center,History museum,4.7,64.0,History museum,"Underground Railroad Education Center, 194 Livingston Ave, Albany, NY 12210",Albany,USA,NY,,Cultural,300.8,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1679,Ten Broeck Mansion,Historical place museum,4.6,62.0,"Historical place museum, Education center, Garden, Historical place, Tourist attraction","Ten Broeck Mansion, 9 Ten Broeck Pl, Albany, NY 12210",Albany,USA,NY,,Cultural,285.2,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1680,Corning Tower Observation Deck,Tourist attraction,4.5,56.0,Tourist attraction,"Corning Tower Observation Deck, Corning Tower # 1415, Albany, NY 12237",Albany,USA,NY,,Entertainment,252.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
1681,Irish American Heritage Museum,Museum,4.5,53.0,"Museum, Non-profit organization, Tourist attraction","Irish American Heritage Museum, 21 Quackenbush Square, Albany, NY 12207",Albany,USA,NY,,Cultural,238.5,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
1682,Buckingham Lake Park,Park,4.6,513.0,"Park, Tourist attraction","Buckingham Lake Park, 39 Berkshire Blvd, Albany, NY 12203",Albany,USA,NY,,Nature,2359.7999999999997,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
1683,Longwood,Historical landmark,4.5,644.0,"Historical landmark, Tourist attraction","Longwood, 140 Lower Woodville Rd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,2898.0,4.57,Natchez
1684,Natchez National Historical Park,Tourist attraction,4.6,507.0,"Tourist attraction, Historical place, History museum","Natchez National Historical Park, Melrose Montebello Pkwy, Natchez, MS 39120",Natchez,USA,MS,,Entertainment,2332.2,4.62,Natchez
1685,Monmouth Historic Inn & Gardens,Historical landmark,4.6,444.0,"Historical landmark, Event venue, Fine dining restaurant, Garden, Hotel, Lounge, Wedding venue","Monmouth Historic Inn & Gardens, 1358 John A Quitman Blvd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,2042.3999999999999,4.57,Natchez
1686,Stanton Hall,Historical landmark,4.7,410.0,"Historical landmark, Museum","Stanton Hall, 401 High St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1927.0,4.57,Natchez
1687,Grand Village of the Natchez Indians,Museum,4.5,334.0,"Museum, Tourist attraction","Grand Village of the Natchez Indians, 400 Jefferson Davis Boulevard, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1503.0,4.57,Natchez
1688,Rosalie Mansion and Gardens,Museum,4.6,300.0,Museum,"Rosalie Mansion and Gardens, 100 Orleans St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1380.0,4.57,Natchez
1689,Forks of the Road,Historical landmark,4.5,201.0,"Historical landmark, Tourist attraction","Forks of the Road, 105 Liberty Rd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,904.5,4.57,Natchez
1690,Natchez Museum-African American Culture,Museum,4.7,140.0,"Museum, Tourist attraction","Natchez Museum-African American Culture, 301 Main St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,658.0,4.57,Natchez
1691,Magnolia Hall,Museum,4.4,109.0,Museum,"Magnolia Hall, 215 S Pearl St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,479.6,4.57,Natchez
1692,The Towers of Natchez,Tourist attraction,4.7,101.0,"Tourist attraction, Bed & breakfast, Event venue, Historical landmark, Museum","The Towers of Natchez, 801 Myrtle Ave, Natchez, MS 39120",Natchez,USA,MS,,Entertainment,474.70000000000005,4.62,Natchez
1693,Historic Auburn,Museum,4.6,72.0,"Museum, Tourist attraction","Historic Auburn, 400 Duncan Ave, Natchez, MS 39120",Natchez,USA,MS,,Cultural,331.2,4.57,Natchez
1694,Natchez Visitor Reception Center,Museum,4.4,63.0,Museum,"Natchez Visitor Reception Center, 640 S Canal St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,277.20000000000005,4.57,Natchez
1695,Emerald Mound,Historical landmark,4.6,285.0,"Historical landmark, Tourist attraction","Emerald Mound, Emerald Mound Rd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1311.0,4.57,Natchez
1696,Melrose,Historical landmark,4.7,72.0,Historical landmark,"Melrose, 122 Melrose Ave, Natchez, MS 39120",Natchez,USA,MS,,Cultural,338.40000000000003,4.57,Natchez
1697,Meow Wolf Santa Fe,Tourist attraction,4.7,18306.0,"Tourist attraction, Art center, Art museum, Arts organization, Event venue, Exhibit, Live music venue","Meow Wolf Santa Fe, 1352 Rufina Cir, Santa Fe, NM 87507",Santa-fe,USA,NM,,Entertainment,86038.2,4.69,Santa-fe
1698,Santa Fe Plaza,Historical landmark,4.7,10304.0,"Historical landmark, Tourist attraction","Santa Fe Plaza, 63 Lincoln Ave, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,48428.8,4.67,Santa-fe
1699,Georgia O'Keeffe Museum,Museum,4.6,3065.0,"Museum, Art museum, Tourist attraction","Georgia O'Keeffe Museum, 217 Johnson St, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,14098.999999999998,4.67,Santa-fe
1700,The Cathedral Basilica of St. Francis of Assisi,Catholic cathedral,4.8,1870.0,"Catholic cathedral, Cathedral, Catholic church, Tourist attraction","The Cathedral Basilica of St. Francis of Assisi, 131 Cathedral Pl, Santa Fe, NM 87501",Santa-fe,USA,NM,,Religious,8976.0,4.78,Santa-fe
1701,Museum of International Folk Art,Museum,4.7,1089.0,"Museum, Art museum, Event venue, Tourist attraction","Museum of International Folk Art, On Museum Hill, 706 Camino Lejo, Santa Fe, NM 87505",Santa-fe,USA,NM,,Cultural,5118.3,4.67,Santa-fe
1702,El Rancho de las Golondrinas,Museum,4.8,884.0,"Museum, History museum, Ranch, Tourist attraction","El Rancho de las Golondrinas, 334 Los Pinos Rd, Santa Fe, NM 87507",Santa-fe,USA,NM,,Cultural,4243.2,4.67,Santa-fe
1703,Museum of Indian Arts & Culture,Museum,4.6,869.0,"Museum, Tourist attraction","Museum of Indian Arts & Culture, 710 Camino Lejo, Santa Fe, NM 87505",Santa-fe,USA,NM,,Cultural,3997.3999999999996,4.67,Santa-fe
1704,Cross of the Martyrs,Park,4.6,782.0,"Park, Historical place, Tourist attraction","Cross of the Martyrs, 617 Paseo De Peralta, Santa Fe, NM 87501",Santa-fe,USA,NM,,Nature,3597.2,4.52,Santa-fe
1705,New Mexico Museum of Art on the Plaza,Art museum,4.6,625.0,"Art museum, Museum, Tourist attraction","New Mexico Museum of Art on the Plaza, 107 W Palace Ave, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,2875.0,4.67,Santa-fe
1706,San Miguel Chapel,Catholic church,4.7,606.0,"Catholic church, Chapel, Church, Historical landmark, Tourist attraction","San Miguel Chapel, 401 Old Santa Fe Trail, Santa Fe, NM 87501",Santa-fe,USA,NM,,Religious,2848.2000000000003,4.78,Santa-fe
1707,Santa Fe Railyard Park,Park,4.5,560.0,"Park, Tourist attraction","Santa Fe Railyard Park, 740 Cerrillos Rd, Santa Fe, NM 87505",Santa-fe,USA,NM,,Nature,2520.0,4.52,Santa-fe
1708,Frenchy's Field/Santa Fe River Trail,Park,4.4,465.0,"Park, Tourist attraction","Frenchy's Field/Santa Fe River Trail, 2001 Agua Fria St, Santa Fe, NM 87505",Santa-fe,USA,NM,,Nature,2046.0000000000002,4.52,Santa-fe
1709,Santa Fe Railyard,Tourist attraction,4.5,453.0,Tourist attraction,"Santa Fe Railyard, 332 Read St, Santa Fe, NM 87501",Santa-fe,USA,NM,,Entertainment,2038.5,4.69,Santa-fe
1710,Fort Marcy Park,Park,4.5,451.0,"Park, Baseball field, Tourist attraction","Fort Marcy Park, 490 Bishops Lodge Rd, Santa Fe, NM 87501",Santa-fe,USA,NM,,Nature,2029.5,4.52,Santa-fe
1711,Harvey Cornell Rose Park,Park,4.7,379.0,"Park, Tourist attraction","Harvey Cornell Rose Park, 1320 Galisteo Pkwy, Santa Fe, NM 87505",Santa-fe,USA,NM,,Nature,1781.3,4.52,Santa-fe
1712,Dale Ball Trails,Hiking area,4.7,367.0,"Hiking area, Tourist attraction","Dale Ball Trails, Santa Fe, NM 87501",Santa-fe,USA,NM,,Nature,1724.9,4.52,Santa-fe
1713,Cathedral Park,Park,4.6,304.0,"Park, Tourist attraction","Cathedral Park, 131 Cathedral Pl, Santa Fe, NM 87501",Santa-fe,USA,NM,,Nature,1398.3999999999999,4.52,Santa-fe
1714,Patrick Smith Park,Park,4.6,294.0,"Park, Tourist attraction","Patrick Smith Park, 1010-1098 E Alameda St, Santa Fe, NM 87501",Santa-fe,USA,NM,,Nature,1352.3999999999999,4.52,Santa-fe
1715,Oldest House Museum,Historical place museum,4.4,289.0,"Historical place museum, Tourist attraction","Oldest House Museum, 215 E De Vargas St, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,1271.6000000000001,4.67,Santa-fe
1716,Wheelwright Museum of the American Indian,Museum,4.7,269.0,"Museum, Art gallery, Store, Tourist attraction","Wheelwright Museum of the American Indian, 704 Camino Lejo, Santa Fe, NM 87505",Santa-fe,USA,NM,,Cultural,1264.3,4.67,Santa-fe
1717,Bicentennial / Alto Park,Park,4.2,237.0,"Park, Tourist attraction","Bicentennial / Alto Park, 1121 Alto St, Santa Fe, NM 87501",Santa-fe,USA,NM,,Nature,995.4000000000001,4.52,Santa-fe
1718,IAIA Museum of Contemporary Native Arts (MoCNA),Art museum,4.6,228.0,"Art museum, Museum, Tourist attraction","IAIA Museum of Contemporary Native Arts (MoCNA), 108 Cathedral Pl, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,1048.8,4.67,Santa-fe
1719,SITE SANTA FE,Art museum,4.6,214.0,"Art museum, Museum, Tourist attraction","SITE SANTA FE, 1606 Paseo De Peralta, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,984.4,4.67,Santa-fe
1720,New Mexico History Museum,Museum,4.5,150.0,"Museum, Archive, History museum, Library, Research foundation, Tourist attraction","New Mexico History Museum, 113 Lincoln Ave, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,675.0,4.67,Santa-fe
1721,Museum of New Mexico Foundation,Museum,4.6,124.0,"Museum, Tourist attraction","Museum of New Mexico Foundation, 1411 Paseo De Peralta, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,570.4,4.67,Santa-fe
1722,Palace of the Governors at New Mexico History Museum,History museum,4.4,102.0,"History museum, Museum, Public library, Tourist attraction","Palace of the Governors at New Mexico History Museum, 105 W Palace Ave, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,448.8,4.67,Santa-fe
1723,Randall Davey Audubon Center & Sanctuary,Nature preserve,4.8,98.0,"Nature preserve, Art museum, Education center, Historical landmark, Tourist attraction, Wildlife refuge","Randall Davey Audubon Center & Sanctuary, 1800 Upper Canyon Rd, Santa Fe, NM 87505",Santa-fe,USA,NM,,Nature,470.4,4.52,Santa-fe
1724,Amelia White Park,Park,4.5,91.0,"Park, Tourist attraction","Amelia White Park, 981 Old Santa Fe Trail, Santa Fe, NM 87505",Santa-fe,USA,NM,,Nature,409.5,4.52,Santa-fe
1725,Museum of Spanish Colonial Art,Museum,4.3,90.0,"Museum, Tourist attraction","Museum of Spanish Colonial Art, 750 Camino Lejo, Santa Fe, NM 87505",Santa-fe,USA,NM,,Cultural,387.0,4.67,Santa-fe
1726,Ragle Park,Park,4.5,653.0,"Park, Tourist attraction","Ragle Park, 2530 W Zia Rd, Santa Fe, NM 87505",Santa-fe,USA,NM,,Nature,2938.5,4.52,Santa-fe
1727,Las Acequias Park,Park,4.4,281.0,"Park, Tourist attraction","Las Acequias Park, 1100 Calle Atajo, Santa Fe, NM 87507",Santa-fe,USA,NM,,Nature,1236.4,4.52,Santa-fe
1728,De Vargas Park,Park,4.1,118.0,"Park, Tourist attraction","De Vargas Park, 302 W De Vargas St, Santa Fe, NM 87501",Santa-fe,USA,NM,,Nature,483.79999999999995,4.52,Santa-fe
1729,Spiral Staircase,Tourist attraction,4.5,64.0,Tourist attraction,"Spiral Staircase, 207 Old Santa Fe Trail, Santa Fe, NM 87501",Santa-fe,USA,NM,,Entertainment,288.0,4.69,Santa-fe
1730,Angel Oak Tree,Historical landmark,4.7,9471.0,"Historical landmark, Tourist attraction","Angel Oak Tree, 3688 Angel Oak Rd, Johns Island, SC 29455",Charleston,USA,SC,,Cultural,44513.700000000004,4.64,"Augusta, Charleston, Columbia, Greenville, Myrtle-beach"
1731,Magnolia Plantation and Gardens,Garden,4.5,8171.0,"Garden, Historical landmark, History museum, Tourist attraction, Wedding venue","Magnolia Plantation and Gardens, Charleston, SC 29414",Charleston,USA,SC,,Nature,36769.5,4.71,"Augusta, Charleston, Columbia, Greenville, Myrtle-beach"
